card_txn_id,card_id,merchant_id,amount,currency_code,txn_datetime,status,is_flagged
3241,187,47,2398.04,USD,2025-08-29T09:13:17,approved,0
3242,44,10,317.55,USD,2025-03-25T08:18:36,approved,0
3243,86,98,2439.23,EUR,2024-12-24T22:19:11,approved,0
3244,194,31,1517.99,QAR,2022-06-02T05:39:07,approved,0
3245,140,97,1474.38,EUR,2023-05-31T21:24:18,approved,0
3246,257,57,522.24,USD,2023-02-23T10:13:41,declined,0
3247,452,64,1125.22,EUR,2022-08-31T11:15:54,approved,0
3248,415,16,784.75,AED,2025-08-26T02:51:33,approved,0
3249,453,73,533.91,EUR,2023-04-26T01:21:29,approved,0
3250,134,42,2220.97,AED,2022-02-22T23:32:05,approved,0
3251,154,116,2850.53,GBP,2024-12-31T20:43:52,reversed,0
3252,158,27,2234.84,AED,2025-07-25T02:58:17,approved,1
3253,216,95,2230.85,USD,2022-02-24T12:51:55,approved,0
3254,384,58,2739.58,EUR,2022-10-29T02:33:58,approved,0
3255,322,5,1158.5,USD,2022-06-08T08:28:05,approved,1
3256,56,116,495.74,USD,2023-01-27T02:26:02,approved,0
3257,27,24,2731.27,USD,2025-02-16T19:34:26,approved,0
3258,262,30,1917.34,USD,2022-12-20T01:35:25,declined,0
3259,360,79,1644.89,USD,2022-03-17T14:39:25,approved,0
3260,417,82,2257.85,USD,2023-06-20T05:02:59,approved,0
3261,44,36,2514.77,USD,2024-03-14T00:41:30,approved,0
3262,127,91,2532.13,QAR,2022-05-19T22:22:37,approved,0
3263,475,108,967.53,EUR,2025-05-13T08:29:20,approved,0
3264,110,115,2261.06,USD,2025-05-31T16:10:37,approved,0
3265,256,62,1725.19,EUR,2025-05-15T20:34:54,approved,0
3266,223,3,1408.2,GBP,2022-07-24T01:23:37,approved,0
3267,345,69,311.92,USD,2023-07-29T07:36:03,reversed,0
3268,414,56,2226.74,QAR,2024-12-22T11:49:35,approved,0
3269,494,50,1277.75,USD,2025-06-18T13:13:22,approved,0
3270,470,51,53.24,USD,2022-06-17T05:05:03,approved,0
3271,200,22,1990.53,USD,2025-09-04T09:58:06,approved,0
3272,67,110,833.71,EUR,2022-05-05T16:22:50,approved,0
3273,208,48,722.73,USD,2023-07-21T20:15:30,approved,0
3274,484,76,993.89,QAR,2024-05-04T21:59:23,approved,0
3275,459,29,1458.55,QAR,2025-02-21T23:51:46,approved,0
3276,80,43,229.99,USD,2023-11-09T23:35:53,approved,0
3277,304,109,1921.39,USD,2024-10-04T10:49:10,approved,0
3278,302,97,1904.34,USD,2023-07-15T18:43:48,approved,0
3279,450,21,628.66,EUR,2024-10-13T08:43:55,approved,0
3280,316,7,428.34,QAR,2025-09-23T16:21:17,approved,1
3281,287,34,2279.31,USD,2022-06-18T04:18:09,approved,0
3282,241,114,961.85,QAR,2025-01-17T10:04:45,reversed,0
3283,312,112,1447.26,GBP,2023-11-15T05:39:18,approved,0
3284,371,56,2244.02,USD,2022-05-02T16:22:09,approved,0
3285,105,34,2655.66,USD,2024-12-15T19:31:33,approved,0
3286,267,23,1952.82,QAR,2025-05-20T06:42:13,approved,0
3287,53,92,2863.44,USD,2022-06-24T12:03:15,approved,0
3288,412,87,695.76,USD,2024-02-05T09:18:05,approved,0
3289,215,84,2413.41,USD,2025-09-23T05:43:01,approved,0
3290,45,29,1414.73,EUR,2022-04-09T23:10:43,declined,0
3291,124,120,1247.68,GBP,2024-04-26T15:29:50,approved,0
3292,214,44,2296.2,USD,2023-09-30T11:22:19,approved,0
3293,107,33,2698.74,USD,2025-06-10T10:51:55,approved,0
3294,396,95,2166.31,USD,2022-04-14T04:24:39,approved,0
3295,106,31,2468.11,USD,2022-10-05T06:44:15,approved,0
3296,43,27,1096.94,GBP,2022-05-24T09:41:33,approved,0
3297,15,60,70.47,USD,2022-02-05T13:08:51,approved,1
3298,226,37,2152.47,USD,2022-09-10T23:52:19,approved,0
3299,224,21,323.87,QAR,2024-05-10T09:35:15,approved,0
3300,70,59,2092.4,QAR,2025-03-31T14:15:03,approved,0
3301,224,73,982.92,USD,2022-12-12T11:10:42,approved,0
3302,409,100,2873.44,USD,2023-02-27T14:29:49,approved,0
3303,93,69,794.87,AED,2025-02-19T19:57:05,approved,0
3304,368,76,2861.24,USD,2025-05-20T11:05:24,approved,0
3305,299,9,2247.92,GBP,2023-07-20T10:53:52,approved,0
3306,153,56,755.76,USD,2023-05-03T18:00:01,approved,0
3307,87,39,2619.32,AED,2024-12-13T12:31:34,approved,0
3308,456,2,2362.81,USD,2024-08-20T15:38:43,approved,0
3309,458,88,905.18,USD,2022-03-31T23:59:39,approved,0
3310,251,19,2276.79,AED,2022-04-02T23:08:58,approved,1
3311,409,89,930.14,USD,2024-09-17T22:02:53,approved,0
3312,359,109,1271.23,EUR,2022-08-05T13:06:14,approved,1
3313,250,76,1855.01,QAR,2022-06-29T12:56:17,approved,0
3314,91,63,1037.24,EUR,2024-10-26T22:58:42,approved,0
3315,390,72,2263.82,USD,2024-10-25T10:58:05,declined,0
3316,217,117,2653.77,USD,2024-11-06T02:22:22,approved,0
3317,167,47,2507.88,EUR,2022-06-15T13:26:35,reversed,0
3318,23,73,720.06,QAR,2023-05-05T12:16:26,approved,0
3319,452,48,942.12,EUR,2022-08-27T02:14:13,approved,0
3320,97,24,396.83,QAR,2022-06-02T16:09:23,approved,0
3321,304,17,246.41,USD,2025-12-23T13:57:36,approved,0
3322,160,72,2518.84,EUR,2024-03-05T18:31:35,approved,0
3323,386,106,1523.39,EUR,2024-04-16T23:12:05,approved,0
3324,30,45,487.78,EUR,2023-06-17T22:13:24,approved,0
3325,94,24,2286.23,QAR,2022-06-10T13:16:08,approved,0
3326,69,62,846.14,EUR,2022-01-21T03:31:24,approved,0
3327,311,12,1712.86,USD,2024-05-20T07:29:43,approved,0
3328,186,86,1039.0,QAR,2022-01-10T13:50:09,approved,1
3329,97,45,1252.7,USD,2023-12-24T15:29:23,approved,0
3330,86,99,1824.74,USD,2022-05-13T00:51:19,approved,0
3331,364,5,652.83,GBP,2024-08-18T06:01:13,approved,0
3332,269,23,2128.93,USD,2025-11-23T12:13:47,approved,0
3333,372,30,2361.57,QAR,2022-06-15T03:35:32,approved,0
3334,495,32,2504.74,USD,2025-11-07T13:54:52,approved,0
3335,169,65,1999.26,USD,2022-10-12T21:04:35,approved,0
3336,496,86,2624.11,GBP,2022-07-12T20:59:10,approved,0
3337,249,102,1809.48,QAR,2023-03-05T20:25:27,approved,0
3338,334,93,2815.66,USD,2022-12-25T16:04:41,approved,0
3339,435,42,1745.37,USD,2022-01-21T06:12:43,approved,0
3340,89,86,1992.74,USD,2022-03-05T07:31:23,approved,0
3341,102,86,2227.31,EUR,2022-11-15T22:16:47,approved,0
3342,230,89,991.41,USD,2022-07-20T18:40:21,approved,0
3343,402,94,750.08,USD,2024-10-23T14:35:03,approved,0
3344,359,110,2319.06,USD,2023-08-05T19:18:50,approved,0
3345,183,21,2398.37,EUR,2024-10-31T07:32:32,declined,0
3346,465,92,223.36,USD,2025-04-17T14:28:31,approved,0
3347,126,52,2178.2,USD,2023-12-22T14:26:53,approved,0
3348,86,18,2110.01,QAR,2024-03-03T03:53:36,approved,0
3349,363,119,1691.53,QAR,2022-09-26T18:19:35,approved,0
3350,152,25,2013.37,GBP,2023-06-09T23:54:20,approved,0
3351,210,111,1186.47,GBP,2023-05-02T17:34:54,approved,0
3352,9,100,2210.93,QAR,2022-03-11T22:57:37,approved,0
3353,305,45,2161.35,GBP,2024-11-21T06:09:13,approved,0
3354,380,101,2292.48,AED,2025-04-25T06:24:51,approved,0
3355,400,37,262.71,EUR,2022-03-04T13:24:06,approved,0
3356,118,53,104.94,USD,2024-12-31T01:59:28,approved,0
3357,15,116,2574.03,USD,2025-07-22T22:13:35,declined,0
3358,35,21,36.2,QAR,2025-06-19T13:25:54,approved,0
3359,227,21,2832.89,USD,2024-06-27T07:18:49,approved,0
3360,459,49,1086.07,USD,2024-07-31T20:06:37,approved,1
3361,208,85,2571.63,USD,2023-08-11T06:37:26,approved,0
3362,134,51,2456.46,USD,2023-05-15T02:25:16,approved,1
3363,485,96,2983.71,USD,2024-05-21T17:41:34,approved,0
3364,368,85,152.13,USD,2024-10-26T13:34:07,approved,0
3365,109,13,411.52,EUR,2022-12-27T13:53:56,approved,0
3366,254,100,1526.16,USD,2022-03-08T18:20:33,approved,1
3367,47,100,883.06,USD,2023-10-09T19:50:29,approved,1
3368,14,10,2749.26,EUR,2022-03-13T14:13:33,approved,0
3369,201,57,2753.19,GBP,2025-07-15T09:46:31,approved,0
3370,386,74,697.47,EUR,2022-03-08T17:38:17,approved,0
3371,272,41,2839.05,USD,2022-05-19T16:14:09,approved,0
3372,180,38,379.31,EUR,2025-07-29T08:41:50,approved,0
3373,35,14,261.59,QAR,2025-09-05T01:12:48,approved,0
3374,383,2,1734.31,USD,2025-03-28T09:04:52,approved,0
3375,319,80,2215.52,EUR,2025-10-31T07:48:49,approved,0
3376,364,58,2038.79,AED,2024-03-08T13:02:40,approved,0
3377,373,68,1732.56,USD,2022-05-26T06:49:53,approved,0
3378,289,79,2454.68,USD,2023-03-23T17:29:18,approved,0
3379,100,3,1585.09,USD,2024-04-14T07:10:44,approved,0
3380,325,80,2618.05,QAR,2025-12-16T00:11:24,approved,0
3381,86,113,15.24,USD,2023-09-25T17:05:35,approved,0
3382,423,111,318.11,QAR,2024-11-09T13:03:21,approved,0
3383,432,58,1480.89,EUR,2025-12-13T21:35:35,approved,0
3384,448,30,179.11,USD,2024-06-28T10:51:28,approved,0
3385,320,97,2724.62,USD,2022-01-27T06:26:00,approved,0
3386,247,15,1784.71,EUR,2023-06-30T19:30:42,declined,0
3387,175,97,2641.57,USD,2024-04-09T09:36:53,approved,0
3388,358,47,286.04,GBP,2023-10-10T07:28:22,approved,0
3389,369,39,2917.74,USD,2024-11-27T17:09:54,approved,0
3390,336,108,2844.53,EUR,2022-04-10T22:07:52,approved,0
3391,391,119,310.87,USD,2024-06-05T15:57:15,approved,0
3392,177,10,960.66,USD,2024-05-11T15:02:41,approved,0
3393,385,111,2539.57,USD,2025-05-31T17:12:32,approved,0
3394,441,75,671.57,USD,2025-12-09T01:11:48,approved,0
3395,220,7,747.38,EUR,2023-12-06T12:12:44,approved,0
3396,277,74,453.89,USD,2024-01-07T04:17:49,approved,0
3397,40,41,2591.0,QAR,2024-08-21T16:40:08,approved,0
3398,4,106,1920.23,QAR,2023-07-06T21:47:55,declined,0
3399,194,15,1995.95,GBP,2024-03-09T05:45:59,approved,0
3400,194,75,2806.7,AED,2023-05-29T15:26:46,approved,0
3401,111,81,1409.24,USD,2025-02-13T11:41:17,approved,0
3402,386,112,2085.8,USD,2022-07-16T18:55:12,declined,0
3403,80,23,2172.26,AED,2022-07-04T22:11:59,reversed,0
3404,262,97,2092.23,QAR,2024-03-13T05:22:15,approved,0
3405,375,13,2734.49,USD,2023-12-01T11:17:04,approved,0
3406,163,69,2692.83,QAR,2023-05-05T02:16:49,approved,0
3407,178,52,675.52,USD,2022-11-21T16:09:27,approved,0
3408,156,112,1837.89,USD,2024-07-03T18:52:48,approved,0
3409,227,13,1281.04,GBP,2025-04-11T22:27:41,approved,0
3410,400,95,2381.68,USD,2024-05-05T05:54:34,approved,0
3411,198,38,2881.33,USD,2024-06-16T12:03:43,approved,0
3412,483,69,526.17,USD,2022-12-15T11:34:28,approved,0
3413,334,82,869.86,USD,2025-09-22T06:25:13,approved,0
3414,9,110,1663.22,USD,2022-07-31T15:10:47,approved,0
3415,264,99,44.82,QAR,2025-12-06T12:19:38,approved,0
3416,146,101,2659.06,USD,2025-03-15T02:40:05,approved,0
3417,131,110,1956.69,USD,2025-10-24T01:14:06,approved,0
3418,51,50,1237.32,GBP,2024-06-02T05:48:09,approved,0
3419,163,40,218.97,GBP,2024-12-28T20:21:29,approved,0
3420,488,49,458.49,QAR,2023-12-22T02:48:53,approved,1
3421,160,68,1282.11,USD,2024-04-29T23:02:47,approved,0
3422,444,50,2673.25,USD,2025-04-25T00:40:06,approved,0
3423,172,26,1534.31,EUR,2022-08-05T23:24:57,approved,0
3424,143,10,2893.28,USD,2025-07-07T15:34:34,approved,0
3425,448,120,664.1,QAR,2022-06-05T13:22:03,approved,0
3426,141,20,2690.94,GBP,2025-03-17T06:22:17,approved,0
3427,8,59,230.64,USD,2022-02-01T21:29:48,approved,0
3428,13,22,733.16,EUR,2023-12-10T20:59:47,approved,0
3429,228,13,759.24,USD,2023-04-01T21:12:49,approved,0
3430,131,59,1725.58,USD,2023-06-08T23:51:04,approved,0
3431,444,71,2085.61,USD,2025-03-31T05:10:00,approved,0
3432,491,86,2701.6,USD,2025-08-31T05:03:32,approved,0
3433,182,18,333.77,USD,2024-03-14T17:00:07,reversed,0
3434,311,56,500.4,AED,2023-11-02T01:30:47,approved,0
3435,143,96,2754.28,USD,2025-05-15T09:15:03,approved,0
3436,385,22,1097.39,GBP,2022-12-11T15:16:38,approved,0
3437,499,31,1684.34,USD,2023-07-31T09:03:48,declined,0
3438,497,87,2519.68,USD,2024-03-15T11:16:13,approved,0
3439,80,108,2194.56,GBP,2024-12-10T00:12:14,reversed,0
3440,328,33,2463.75,USD,2024-04-22T20:15:53,approved,0
3441,264,41,2436.79,USD,2022-04-28T08:59:42,approved,0
3442,55,43,1754.48,QAR,2022-08-30T17:08:58,approved,0
3443,54,8,1843.64,USD,2023-08-15T08:30:36,approved,0
3444,355,10,1416.05,USD,2023-05-30T22:00:01,approved,0
3445,202,68,2039.44,USD,2023-07-22T16:25:21,approved,0
3446,107,62,882.73,USD,2024-02-14T12:24:00,approved,0
3447,194,94,176.04,USD,2024-08-20T08:06:09,approved,0
3448,1,25,1310.2,EUR,2024-10-23T20:09:22,approved,0
3449,274,87,2832.46,EUR,2022-01-10T09:13:37,approved,0
3450,206,3,411.92,EUR,2025-12-22T10:30:28,approved,0
3451,221,54,1682.79,QAR,2022-04-16T06:42:47,approved,0
3452,241,67,210.35,USD,2023-06-20T20:35:04,approved,0
3453,198,114,804.36,EUR,2024-11-21T07:48:39,approved,0
3454,320,98,2934.28,USD,2024-01-21T04:47:44,declined,0
3455,268,84,1612.82,USD,2023-01-06T19:51:35,approved,0
3456,149,91,2595.5,USD,2023-06-05T19:51:38,approved,0
3457,234,43,818.46,USD,2025-10-08T20:28:54,approved,0
3458,302,79,121.47,AED,2024-07-28T17:04:38,approved,0
3459,200,111,1010.5,USD,2024-07-12T07:39:24,approved,0
3460,340,26,2320.4,USD,2023-12-04T15:13:58,declined,0
3461,435,94,1742.51,QAR,2024-11-28T23:01:18,approved,0
3462,255,114,942.69,EUR,2023-07-24T06:02:30,approved,0
3463,413,14,2693.73,USD,2024-11-02T14:42:29,approved,0
3464,218,119,1729.37,USD,2023-10-18T16:29:11,approved,0
3465,391,9,357.91,USD,2023-11-11T14:35:58,approved,0
3466,468,15,2822.79,USD,2024-09-04T22:10:35,approved,0
3467,74,108,2311.06,QAR,2022-12-07T15:48:35,approved,0
3468,261,47,2735.57,USD,2025-03-28T21:37:04,approved,0
3469,327,68,878.03,GBP,2023-12-14T21:35:49,approved,0
3470,239,92,682.28,GBP,2023-07-24T06:29:57,approved,0
3471,165,48,1697.33,AED,2022-02-14T15:52:07,approved,0
3472,131,33,1643.21,QAR,2022-07-15T08:47:19,approved,0
3473,376,35,110.56,USD,2024-04-20T01:09:15,approved,0
3474,27,94,1269.58,AED,2022-03-24T14:49:38,approved,0
3475,269,95,485.66,GBP,2024-10-27T21:57:21,approved,0
3476,233,119,619.99,USD,2025-04-20T22:31:36,approved,0
3477,459,111,1125.75,GBP,2025-08-07T19:30:44,approved,0
3478,324,106,2631.37,AED,2024-07-01T23:23:32,declined,0
3479,287,90,2935.17,EUR,2023-05-14T21:30:58,approved,0
3480,359,42,564.17,EUR,2025-11-26T04:22:41,approved,0
3481,221,89,2420.14,USD,2025-02-17T10:12:45,approved,0
3482,55,61,869.85,USD,2022-02-11T08:03:59,approved,0
3483,407,8,142.13,USD,2022-07-23T13:43:25,approved,0
3484,76,62,2329.68,USD,2022-08-15T04:56:28,approved,0
3485,353,60,309.55,USD,2023-10-30T00:26:55,approved,0
3486,357,59,473.54,GBP,2022-02-18T22:18:13,approved,0
3487,250,117,2158.43,USD,2022-10-05T05:54:56,approved,0
3488,179,40,741.23,USD,2025-08-04T07:36:04,approved,0
3489,216,35,2657.6,USD,2024-05-07T01:52:18,approved,0
3490,457,66,474.41,EUR,2025-10-28T06:27:39,approved,0
3491,56,41,2130.67,GBP,2022-03-09T21:52:11,approved,0
3492,132,4,2105.31,QAR,2024-08-23T07:05:55,approved,0
3493,345,8,2446.98,GBP,2024-02-26T14:27:25,reversed,0
3494,3,42,704.47,EUR,2023-07-23T05:40:41,approved,0
3495,290,36,665.32,USD,2022-12-08T16:47:27,declined,0
3496,341,2,1098.35,QAR,2023-05-07T16:02:21,approved,0
3497,115,49,2327.75,USD,2025-02-16T20:35:24,approved,0
3498,191,18,1227.47,USD,2022-03-03T14:00:47,approved,0
3499,255,2,1093.78,AED,2025-06-29T11:02:35,approved,0
3500,409,35,869.3,USD,2023-01-27T10:59:43,approved,0
3501,496,90,1639.4,USD,2022-12-21T10:35:25,approved,0
3502,127,41,1293.79,USD,2025-08-20T05:21:42,approved,0
3503,248,103,2284.57,EUR,2024-07-03T22:23:04,approved,0
3504,450,67,752.89,USD,2022-05-18T05:29:51,approved,0
3505,129,104,2604.63,USD,2022-02-10T21:04:39,reversed,0
3506,82,15,593.68,USD,2022-07-02T12:17:43,approved,0
3507,481,90,2413.99,USD,2023-11-18T07:09:51,approved,0
3508,405,34,2709.04,GBP,2022-03-22T23:43:32,approved,0
3509,55,35,1585.02,USD,2025-04-08T23:28:04,approved,0
3510,23,100,2520.53,EUR,2025-09-10T08:15:28,approved,0
3511,284,86,2293.4,QAR,2022-09-02T04:57:25,approved,0
3512,475,77,750.72,GBP,2024-12-03T00:20:32,approved,0
3513,447,2,990.44,EUR,2024-11-06T01:34:07,approved,0
3514,145,92,2518.38,USD,2022-03-10T17:53:47,approved,0
3515,25,44,1131.21,QAR,2023-03-30T10:41:33,approved,0
3516,415,103,1774.74,USD,2023-01-13T03:49:15,reversed,0
3517,360,54,1706.05,USD,2022-10-08T20:04:10,declined,0
3518,464,56,2888.45,QAR,2023-06-13T04:32:07,approved,0
3519,373,45,1698.81,QAR,2024-03-23T05:03:29,approved,0
3520,261,106,1680.88,QAR,2025-04-12T22:46:20,approved,0
3521,200,1,2586.21,USD,2023-05-17T07:05:46,approved,0
3522,190,54,2905.92,USD,2022-09-03T13:25:22,approved,0
3523,263,81,291.46,USD,2025-03-22T19:22:54,approved,0
3524,257,73,2026.89,USD,2025-08-22T03:25:17,approved,0
3525,74,113,2172.88,QAR,2023-10-24T06:50:56,approved,0
3526,116,3,1416.35,USD,2023-07-10T23:35:58,approved,0
3527,470,24,1240.84,QAR,2025-10-03T18:23:52,approved,0
3528,251,33,963.14,USD,2024-10-29T23:00:44,approved,0
3529,296,32,938.25,AED,2024-11-27T07:23:17,approved,0
3530,431,19,2026.64,USD,2024-12-22T11:36:34,declined,0
3531,89,2,1301.25,USD,2024-02-20T19:12:11,approved,0
3532,213,104,427.93,USD,2025-11-10T05:08:15,approved,0
3533,413,23,1411.09,USD,2023-06-05T03:34:13,approved,0
3534,386,45,2895.83,EUR,2024-08-21T17:52:47,approved,0
3535,464,101,2785.08,QAR,2022-10-02T16:01:05,approved,0
3536,348,4,1262.64,EUR,2024-01-14T00:08:47,approved,0
3537,147,35,1365.58,GBP,2025-09-27T06:17:06,reversed,0
3538,145,90,741.63,USD,2023-03-21T05:15:47,approved,0
3539,221,108,1989.61,USD,2024-08-17T18:40:03,declined,0
3540,250,96,772.51,USD,2025-07-23T04:48:03,approved,0
3541,339,112,186.43,USD,2023-04-17T16:16:15,approved,0
3542,89,51,55.5,USD,2025-01-23T14:30:45,approved,0
3543,178,83,666.62,QAR,2023-08-02T04:08:20,approved,0
3544,316,17,403.53,USD,2024-10-05T15:28:49,approved,0
3545,186,58,2024.01,USD,2022-08-07T21:51:33,approved,0
3546,48,13,2807.18,USD,2023-09-25T13:02:14,approved,0
3547,118,75,2481.66,GBP,2024-12-30T15:34:53,approved,0
3548,416,101,49.41,GBP,2025-09-28T09:29:21,declined,0
3549,453,76,2316.03,USD,2025-09-20T16:50:38,approved,0
3550,29,113,1151.19,GBP,2023-05-16T21:37:11,approved,0
3551,331,82,165.6,AED,2023-10-12T09:26:05,approved,0
3552,361,83,1423.65,AED,2024-04-22T23:28:41,approved,0
3553,35,67,2981.01,EUR,2024-06-08T06:45:26,approved,0
3554,116,112,1723.43,EUR,2023-08-19T20:20:50,approved,0
3555,34,15,2137.6,USD,2024-06-16T05:14:40,approved,0
3556,45,80,843.79,USD,2024-09-25T18:27:08,approved,0
3557,469,101,1751.07,QAR,2023-12-25T09:49:36,declined,0
3558,348,60,1711.44,GBP,2025-02-08T20:40:09,approved,0
3559,11,6,1651.32,EUR,2022-02-17T00:06:47,approved,0
3560,209,86,1249.82,USD,2023-01-09T10:05:20,approved,0
3561,56,33,2601.39,GBP,2022-03-29T18:44:25,approved,0
3562,402,86,2972.69,USD,2024-11-13T00:00:45,approved,0
3563,264,89,1452.27,USD,2022-11-17T21:11:30,approved,0
3564,151,113,2927.91,EUR,2024-03-18T13:22:45,approved,0
3565,418,67,596.73,USD,2023-12-09T03:29:07,approved,0
3566,170,9,541.76,USD,2023-06-09T06:48:15,approved,0
3567,238,48,2027.19,EUR,2024-10-16T14:13:16,declined,0
3568,67,50,2397.9,GBP,2024-12-25T15:20:03,approved,0
3569,154,91,1941.87,USD,2022-07-08T08:00:30,declined,0
3570,459,88,1884.0,QAR,2022-03-03T13:05:42,reversed,0
3571,247,108,794.07,USD,2025-12-20T13:38:48,approved,0
3572,243,20,2381.38,QAR,2022-07-04T14:07:48,declined,0
3573,118,48,1171.36,USD,2023-05-17T23:03:13,approved,0
3574,199,120,2966.79,QAR,2024-02-01T22:09:56,approved,0
3575,373,95,2668.58,USD,2023-10-18T23:00:30,reversed,0
3576,383,8,1984.24,USD,2025-11-11T07:41:38,approved,0
3577,198,35,2841.97,USD,2025-10-21T02:11:43,approved,0
3578,358,82,2366.45,USD,2024-04-09T21:59:15,approved,0
3579,91,111,2886.29,USD,2024-03-18T22:19:16,approved,0
3580,20,75,956.45,EUR,2023-11-21T12:56:25,approved,1
3581,334,51,604.15,USD,2022-08-30T01:22:43,approved,0
3582,229,66,1388.04,GBP,2025-12-29T20:03:55,approved,0
3583,56,12,615.04,EUR,2023-02-05T22:46:30,approved,0
3584,324,32,1813.85,USD,2022-11-24T15:59:40,declined,0
3585,305,41,1743.07,USD,2024-06-21T14:30:44,approved,0
3586,265,76,1755.14,GBP,2024-08-29T02:11:44,approved,0
3587,312,98,1804.76,USD,2023-08-22T22:35:11,reversed,0
3588,5,7,1971.26,EUR,2023-03-21T22:52:06,approved,0
3589,261,74,586.72,QAR,2024-05-11T00:10:04,approved,0
3590,433,69,862.81,USD,2024-09-14T02:44:08,approved,0
3591,270,35,520.0,EUR,2024-02-06T02:46:37,approved,0
3592,44,61,1308.33,AED,2024-01-17T10:35:38,approved,0
3593,189,47,2648.96,EUR,2023-10-24T17:31:42,approved,0
3594,224,25,19.21,EUR,2022-10-30T17:49:55,approved,0
3595,115,103,708.14,AED,2025-01-17T14:33:39,approved,0
3596,458,25,1053.55,QAR,2025-08-21T13:19:31,declined,0
3597,341,40,2551.78,USD,2024-04-24T08:43:23,approved,0
3598,78,115,1560.72,USD,2022-01-21T03:35:22,approved,0
3599,280,7,2804.02,USD,2024-04-05T23:19:52,declined,0
3600,14,96,2033.59,USD,2025-08-25T00:20:33,approved,1
3601,464,83,1669.06,EUR,2024-05-11T15:38:31,approved,0
3602,256,56,239.98,USD,2024-12-24T23:35:27,approved,0
3603,403,82,888.44,GBP,2023-05-12T07:14:19,approved,0
3604,381,74,1226.45,USD,2024-09-09T18:57:55,approved,0
3605,477,89,1292.35,QAR,2024-10-25T03:39:59,approved,1
3606,112,63,871.93,USD,2025-08-01T15:15:18,reversed,0
3607,494,22,347.68,USD,2023-10-17T20:00:16,approved,0
3608,14,80,1435.65,QAR,2025-02-28T13:10:38,approved,0
3609,301,63,1353.79,AED,2024-04-19T12:01:36,approved,0
3610,163,75,346.32,EUR,2024-06-18T09:31:46,approved,0
3611,105,79,1324.78,USD,2023-12-18T16:28:51,approved,0
3612,350,88,1040.37,EUR,2024-01-12T14:07:15,approved,0
3613,275,33,2877.65,USD,2025-05-15T12:04:58,approved,0
3614,164,24,1018.16,USD,2024-09-03T15:17:15,approved,0
3615,73,29,1523.75,USD,2024-06-29T11:24:57,approved,0
3616,470,80,245.99,USD,2025-02-26T16:30:21,approved,0
3617,343,69,2545.33,USD,2023-01-19T19:02:40,approved,0
3618,166,76,38.86,USD,2022-08-21T14:14:24,approved,0
3619,17,42,2188.61,USD,2023-04-04T08:19:59,approved,0
3620,441,85,2218.67,USD,2022-10-03T06:39:14,approved,0
3621,29,100,2937.06,USD,2023-04-30T06:23:56,approved,0
3622,189,79,2834.78,USD,2025-04-13T21:34:01,approved,0
3623,81,65,559.34,GBP,2025-05-02T12:58:00,approved,0
3624,392,81,977.0,USD,2025-08-27T17:09:49,approved,0
3625,98,60,2556.11,USD,2022-04-08T18:59:30,approved,0
3626,417,66,2174.76,QAR,2024-02-28T13:01:36,approved,0
3627,256,65,2431.62,QAR,2022-01-23T01:43:41,approved,0
3628,339,6,1332.18,USD,2024-03-29T05:39:57,reversed,0
3629,396,95,83.55,USD,2024-06-23T19:14:45,approved,0
3630,208,46,444.85,USD,2023-12-09T09:24:15,approved,0
3631,344,11,2214.03,USD,2022-09-05T02:29:28,approved,0
3632,431,99,2871.81,QAR,2024-06-24T05:17:51,approved,0
3633,367,113,1771.75,QAR,2025-02-06T14:42:02,reversed,0
3634,156,1,1485.54,GBP,2023-02-15T22:35:51,approved,0
3635,201,44,1856.53,USD,2024-06-14T16:13:55,approved,0
3636,394,59,2222.8,AED,2023-12-17T02:51:12,approved,0
3637,213,58,546.65,GBP,2024-12-31T03:20:24,approved,0
3638,401,4,2484.18,USD,2024-12-02T10:14:28,approved,0
3639,395,20,336.69,AED,2025-03-20T05:19:05,approved,0
3640,124,1,2612.65,USD,2023-01-29T18:02:53,declined,0
3641,111,5,1225.18,USD,2024-10-24T06:55:27,approved,0
3642,476,16,1271.31,USD,2025-01-02T12:27:21,approved,0
3643,205,61,1443.28,AED,2023-12-18T18:22:28,approved,0
3644,386,102,982.78,USD,2022-01-07T10:47:48,approved,0
3645,247,116,1977.5,USD,2022-01-25T09:02:11,approved,0
3646,384,69,1953.66,GBP,2025-01-27T02:01:40,approved,0
3647,167,68,1343.77,USD,2024-09-19T16:18:48,approved,0
3648,77,6,1580.13,USD,2022-08-22T00:50:18,approved,0
3649,240,95,2850.04,GBP,2025-04-02T07:07:25,approved,0
3650,61,55,2300.05,QAR,2022-06-26T10:40:23,approved,0
3651,46,30,1944.42,USD,2023-07-19T14:42:41,approved,0
3652,447,107,937.04,EUR,2022-03-11T20:35:37,approved,0
3653,12,52,2622.67,EUR,2025-10-28T01:59:41,approved,0
3654,158,80,727.5,USD,2023-12-15T23:44:54,declined,0
3655,485,6,2761.1,USD,2025-09-04T12:13:35,approved,0
3656,72,112,495.9,USD,2024-11-10T23:06:31,approved,0
3657,121,45,195.74,GBP,2023-08-31T20:42:11,approved,0
3658,447,101,1838.5,QAR,2024-04-13T12:44:15,approved,0
3659,21,94,106.53,USD,2025-04-26T22:35:01,approved,0
3660,462,93,1651.31,GBP,2024-05-04T15:40:10,approved,0
3661,6,88,1726.91,USD,2024-06-15T01:36:37,approved,0
