payment_id,loan_id,due_date,paid_date,amount_due,amount_paid,principal_component,interest_component,late_fee,status
687,52,2022-01-08,2022-01-22,681.34,681.34,368.07,313.27,69.8,late
688,52,2022-02-07,,681.34,,,,71.33,missed
689,52,2022-03-09,2022-03-09,681.34,681.34,512.49,168.85,0.0,on_time
690,52,2022-04-08,2022-04-27,681.34,681.34,431.33,250.01,32.68,late
691,53,2021-01-13,2021-01-13,704.85,704.85,443.8,261.05,0.0,on_time
692,53,2021-02-12,2021-02-12,704.85,704.85,442.17,262.68,0.0,on_time
693,53,2021-03-14,2021-03-14,704.85,704.85,512.34,192.51,0.0,on_time
694,53,2021-04-13,2021-04-23,704.85,704.85,562.75,142.1,50.7,late
695,53,2021-05-13,2021-05-13,704.85,704.85,303.44,401.41,0.0,paid
696,53,2021-06-12,2021-06-12,704.85,704.85,450.26,254.59,0.0,paid
697,53,2021-07-12,2021-07-12,704.85,704.85,363.37,341.48,0.0,paid
698,53,2021-08-11,2021-08-11,704.85,704.85,563.05,141.8,0.0,paid
699,53,2021-09-10,2021-09-10,704.85,704.85,544.66,160.19,0.0,on_time
700,53,2021-10-10,2021-10-10,704.85,704.85,380.14,324.71,0.0,paid
701,53,2021-11-09,2021-11-09,704.85,704.85,314.41,390.44,0.0,paid
702,53,2021-12-09,2021-12-09,704.85,704.85,454.36,250.49,0.0,paid
703,53,2022-01-08,2022-01-08,704.85,704.85,390.7,314.15,0.0,on_time
704,53,2022-02-07,2022-02-07,704.85,704.85,423.7,281.15,0.0,paid
705,53,2022-03-09,2022-03-09,704.85,704.85,352.76,352.09,0.0,paid
706,53,2022-04-08,2022-04-08,704.85,704.85,510.48,194.37,0.0,on_time
707,53,2022-05-08,2022-05-08,704.85,704.85,419.32,285.53,0.0,on_time
708,53,2022-06-07,2022-06-07,704.85,704.85,427.31,277.54,0.0,paid
709,53,2022-07-07,2022-07-16,704.85,704.85,286.28,418.57,22.95,late
710,54,2021-08-12,2021-08-12,1005.11,1005.11,472.93,532.18,0.0,on_time
711,54,2021-09-11,2021-09-11,1005.11,1005.11,729.26,275.85,0.0,paid
712,54,2021-10-11,2021-10-23,1005.11,1005.11,444.81,560.3,20.58,late
713,54,2021-11-10,2021-11-10,1005.11,1005.11,461.04,544.07,0.0,paid
714,54,2021-12-10,2021-12-10,1005.11,1005.11,674.0,331.11,0.0,on_time
715,54,2022-01-09,2022-01-09,1005.11,1005.11,531.28,473.83,0.0,paid
716,54,2022-02-08,2022-02-08,1005.11,1005.11,438.72,566.39,0.0,on_time
717,54,2022-03-10,2022-03-10,1005.11,1005.11,531.29,473.82,0.0,paid
718,54,2022-04-09,,1005.11,,,,63.5,missed
719,55,2021-03-06,2021-03-06,1407.56,1407.56,1113.39,294.17,0.0,on_time
720,55,2021-04-05,2021-04-19,1407.56,1407.56,663.5,744.06,62.54,late
721,55,2021-05-05,2021-05-05,1407.56,1407.56,974.31,433.25,0.0,paid
722,55,2021-06-04,2021-06-04,1407.56,1407.56,1082.86,324.7,0.0,on_time
723,55,2021-07-04,2021-07-20,1407.56,1407.56,655.68,751.88,50.36,late
724,55,2021-08-03,2021-08-03,1407.56,1407.56,651.41,756.15,0.0,on_time
725,55,2021-09-02,2021-09-09,1407.56,1407.56,1104.05,303.51,44.07,late
726,55,2021-10-02,2021-10-02,1407.56,1407.56,600.81,806.75,0.0,paid
727,55,2021-11-01,2021-11-01,1407.56,1407.56,762.65,644.91,0.0,on_time
728,55,2021-12-01,2021-12-01,1407.56,1407.56,717.88,689.68,0.0,paid
729,55,2021-12-31,2021-12-31,1407.56,1407.56,662.75,744.81,0.0,paid
730,55,2022-01-30,2022-01-30,1407.56,1407.56,723.31,684.25,0.0,paid
731,55,2022-03-01,2022-03-07,1407.56,1407.56,1106.23,301.33,61.44,late
732,55,2022-03-31,2022-03-31,1407.56,1407.56,930.24,477.32,0.0,paid
733,55,2022-04-30,2022-04-30,1407.56,1407.56,1002.63,404.93,0.0,paid
734,55,2022-05-30,2022-05-30,1407.56,1407.56,910.09,497.47,0.0,paid
735,56,2019-12-07,2019-12-07,366.4,366.4,230.87,135.53,0.0,paid
736,56,2020-01-06,2020-01-06,366.4,366.4,161.13,205.27,0.0,on_time
737,56,2020-02-05,2020-02-05,366.4,366.4,165.13,201.27,0.0,paid
738,56,2020-03-06,2020-03-06,366.4,366.4,245.41,120.99,0.0,paid
739,56,2020-04-05,2020-04-16,366.4,366.4,235.02,131.38,52.68,late
740,56,2020-05-05,2020-05-05,366.4,366.4,180.57,185.83,0.0,paid
741,56,2020-06-04,2020-06-04,366.4,366.4,240.19,126.21,0.0,paid
742,57,2018-03-20,2018-03-20,1958.69,1958.69,1329.37,629.32,0.0,paid
743,57,2018-04-19,2018-04-19,1958.69,1958.69,1186.17,772.52,0.0,paid
744,57,2018-05-19,2018-05-19,1958.69,1958.69,1556.92,401.77,0.0,paid
745,57,2018-06-18,2018-06-18,1958.69,1958.69,1023.63,935.06,0.0,paid
746,57,2018-07-18,2018-07-18,1958.69,1958.69,1130.89,827.8,0.0,paid
747,57,2018-08-17,2018-08-17,1958.69,1958.69,1160.97,797.72,0.0,on_time
748,57,2018-09-16,2018-09-21,1958.69,1958.69,1072.56,886.13,35.65,late
749,57,2018-10-16,2018-10-16,1958.69,1958.69,863.09,1095.6,0.0,on_time
750,57,2018-11-15,2018-11-15,1958.69,1958.69,986.07,972.62,0.0,paid
751,57,2018-12-15,2018-12-26,1958.69,1958.69,1462.28,496.41,16.97,late
752,57,2019-01-14,2019-01-14,1958.69,1958.69,1231.36,727.33,0.0,paid
753,57,2019-02-13,2019-02-13,1958.69,1958.69,1034.55,924.14,0.0,on_time
754,57,2019-03-15,2019-03-15,1958.69,1958.69,1171.74,786.95,0.0,paid
755,57,2019-04-14,2019-04-14,1958.69,1958.69,858.59,1100.1,0.0,on_time
756,57,2019-05-14,2019-05-14,1958.69,1958.69,1152.19,806.5,0.0,on_time
757,57,2019-06-13,2019-06-13,1958.69,1958.69,1235.71,722.98,0.0,paid
758,57,2019-07-13,2019-07-13,1958.69,1958.69,836.5,1122.19,0.0,paid
759,57,2019-08-12,2019-08-12,1958.69,1958.69,1066.48,892.21,0.0,on_time
760,57,2019-09-11,2019-09-27,1958.69,1958.69,840.03,1118.66,20.61,late
761,57,2019-10-11,2019-10-14,1958.69,1958.69,1431.56,527.13,29.39,late
762,57,2019-11-10,2019-11-10,1958.69,1958.69,1202.78,755.91,0.0,paid
763,57,2019-12-10,2019-12-10,1958.69,1958.69,1384.26,574.43,0.0,paid
764,57,2020-01-09,2020-01-09,1958.69,1958.69,1391.53,567.16,0.0,paid
765,58,2017-07-13,2017-07-18,753.7,753.7,342.79,410.91,52.38,late
766,58,2017-08-12,2017-08-12,753.7,753.7,525.81,227.89,0.0,paid
767,58,2017-09-11,2017-09-11,753.7,753.7,558.57,195.13,0.0,on_time
768,58,2017-10-11,2017-10-11,753.7,753.7,519.02,234.68,0.0,on_time
769,58,2017-11-10,2017-11-10,753.7,753.7,399.0,354.7,0.0,paid
770,58,2017-12-10,,753.7,,,,52.21,missed
771,58,2018-01-09,2018-01-09,753.7,753.7,451.76,301.94,0.0,paid
772,58,2018-02-08,2018-02-08,753.7,753.7,429.98,323.72,0.0,paid
773,58,2018-03-10,2018-03-10,753.7,753.7,507.38,246.32,0.0,on_time
774,58,2018-04-09,2018-04-09,753.7,753.7,317.33,436.37,0.0,paid
775,58,2018-05-09,2018-05-09,753.7,753.7,558.25,195.45,0.0,paid
776,58,2018-06-08,2018-06-16,753.7,753.7,534.2,219.5,56.58,late
777,58,2018-07-08,2018-07-24,753.7,753.7,580.47,173.23,56.96,late
778,58,2018-08-07,2018-08-07,753.7,753.7,410.64,343.06,0.0,paid
779,58,2018-09-06,2018-09-06,753.7,753.7,533.96,219.74,0.0,paid
780,59,2024-06-23,2024-06-23,190.89,190.89,91.45,99.44,0.0,on_time
781,59,2024-07-23,2024-07-23,190.89,190.89,133.77,57.12,0.0,paid
782,59,2024-08-22,2024-08-22,190.89,190.89,84.29,106.6,0.0,paid
783,59,2024-09-21,2024-10-11,190.89,190.89,106.86,84.03,34.8,late
784,59,2024-10-21,2024-10-21,190.89,190.89,118.12,72.77,0.0,on_time
785,59,2024-11-20,2024-12-10,190.89,190.89,143.24,47.65,38.0,late
786,59,2024-12-20,,190.89,,,,63.18,missed
787,59,2025-01-19,2025-01-19,190.89,190.89,121.05,69.84,0.0,paid
788,59,2025-02-18,2025-02-18,190.89,190.89,79.6,111.29,0.0,paid
789,59,2025-03-20,2025-03-20,190.89,190.89,84.02,106.87,0.0,paid
790,59,2025-04-19,2025-05-08,190.89,190.89,97.98,92.91,42.78,late
791,59,2025-05-19,2025-05-19,190.89,190.89,134.56,56.33,0.0,on_time
792,59,2025-06-18,,190.89,,,,39.38,missed
793,59,2025-07-18,2025-07-18,190.89,190.89,133.01,57.88,0.0,paid
794,59,2025-08-17,2025-08-17,190.89,190.89,110.36,80.53,0.0,paid
795,59,2025-09-16,2025-09-16,190.89,190.89,111.13,79.76,0.0,on_time
796,59,2025-10-16,2025-10-16,190.89,190.89,124.44,66.45,0.0,on_time
797,59,2025-11-15,2025-11-15,190.89,190.89,120.89,70.0,0.0,on_time
798,59,2025-12-15,2025-12-15,190.89,190.89,99.0,91.89,0.0,paid
799,59,2026-01-14,2026-01-14,190.89,190.89,77.94,112.95,0.0,on_time
800,59,2026-02-13,2026-02-13,190.89,190.89,98.03,92.86,0.0,paid
801,60,2025-01-10,2025-01-10,467.75,467.75,296.7,171.05,0.0,paid
802,60,2025-02-09,2025-02-11,467.75,467.75,240.14,227.61,18.5,late
803,60,2025-03-11,2025-03-11,467.75,467.75,243.28,224.47,0.0,on_time
804,60,2025-04-10,2025-04-10,467.75,467.75,280.74,187.01,0.0,on_time
805,60,2025-05-10,2025-05-10,467.75,467.75,337.75,130.0,0.0,on_time
806,60,2025-06-09,2025-06-09,467.75,467.75,274.44,193.31,0.0,on_time
807,60,2025-07-09,2025-07-09,467.75,467.75,246.58,221.17,0.0,paid
808,60,2025-08-08,2025-08-08,467.75,467.75,244.53,223.22,0.0,paid
809,60,2025-09-07,2025-09-07,467.75,467.75,288.78,178.97,0.0,paid
810,60,2025-10-07,2025-10-07,467.75,467.75,324.95,142.8,0.0,paid
811,60,2025-11-06,2025-11-06,467.75,467.75,284.11,183.64,0.0,paid
812,60,2025-12-06,2025-12-24,467.75,467.75,297.76,169.99,28.95,late
813,60,2026-01-05,2026-01-05,467.75,467.75,209.81,257.94,0.0,on_time
814,61,2022-03-13,2022-03-13,564.0,564.0,355.47,208.53,0.0,on_time
815,61,2022-04-12,2022-04-12,564.0,564.0,292.07,271.93,0.0,on_time
816,61,2022-05-12,2022-05-12,564.0,564.0,228.07,335.93,0.0,paid
817,61,2022-06-11,2022-06-11,564.0,564.0,257.34,306.66,0.0,on_time
818,61,2022-07-11,2022-07-11,564.0,564.0,312.4,251.6,0.0,paid
819,61,2022-08-10,2022-08-10,564.0,564.0,268.5,295.5,0.0,on_time
820,61,2022-09-09,2022-09-09,564.0,564.0,343.77,220.23,0.0,paid
821,61,2022-10-09,2022-10-09,564.0,564.0,432.92,131.08,0.0,paid
822,61,2022-11-08,2022-11-08,564.0,564.0,264.37,299.63,0.0,on_time
823,61,2022-12-08,2022-12-08,564.0,564.0,447.09,116.91,0.0,paid
824,62,2020-03-09,2020-03-09,1725.91,1725.91,1349.06,376.85,0.0,on_time
825,62,2020-04-08,2020-04-21,1725.91,1725.91,973.01,752.9,31.12,late
826,62,2020-05-08,2020-05-08,1725.91,1725.91,791.63,934.28,0.0,on_time
827,62,2020-06-07,2020-06-07,1725.91,1725.91,754.94,970.97,0.0,paid
828,62,2020-07-07,2020-07-07,1725.91,1725.91,922.58,803.33,0.0,on_time
829,62,2020-08-06,2020-08-06,1725.91,1725.91,1120.56,605.35,0.0,on_time
830,63,2018-05-13,2018-05-13,2436.97,2436.97,1653.87,783.1,0.0,paid
831,63,2018-06-12,2018-06-12,2436.97,2436.97,1376.95,1060.02,0.0,paid
832,63,2018-07-12,2018-07-12,2436.97,2436.97,990.36,1446.61,0.0,paid
833,63,2018-08-11,2018-08-11,2436.97,2436.97,1572.34,864.63,0.0,on_time
834,64,2023-11-21,2023-11-21,688.05,688.05,539.9,148.15,0.0,on_time
835,64,2023-12-21,2023-12-21,688.05,688.05,449.54,238.51,0.0,on_time
836,64,2024-01-20,2024-01-20,688.05,688.05,324.08,363.97,0.0,paid
837,64,2024-02-19,2024-02-19,688.05,688.05,454.88,233.17,0.0,paid
838,64,2024-03-20,2024-03-20,688.05,688.05,337.3,350.75,0.0,paid
839,64,2024-04-19,2024-04-19,688.05,688.05,355.17,332.88,0.0,on_time
840,64,2024-05-19,2024-05-19,688.05,688.05,442.9,245.15,0.0,paid
841,64,2024-06-18,2024-06-18,688.05,688.05,498.15,189.9,0.0,paid
842,64,2024-07-18,2024-07-18,688.05,688.05,404.7,283.35,0.0,paid
843,64,2024-08-17,2024-08-29,688.05,688.05,351.04,337.01,20.76,late
844,64,2024-09-16,2024-09-16,688.05,688.05,450.29,237.76,0.0,paid
845,64,2024-10-16,2024-10-16,688.05,688.05,539.14,148.91,0.0,paid
846,64,2024-11-15,2024-11-15,688.05,688.05,435.95,252.1,0.0,on_time
847,64,2024-12-15,2024-12-27,688.05,688.05,370.87,317.18,41.99,late
848,64,2025-01-14,2025-01-18,688.05,688.05,391.22,296.83,25.55,late
849,64,2025-02-13,2025-02-13,688.05,688.05,453.05,235.0,0.0,paid
850,64,2025-03-15,2025-03-15,688.05,688.05,460.81,227.24,0.0,paid
851,65,2022-06-29,2022-06-29,3146.87,3146.87,1540.36,1606.51,0.0,paid
852,65,2022-07-29,2022-08-12,3146.87,3146.87,1706.87,1440.0,15.78,late
853,65,2022-08-28,2022-08-28,3146.87,3146.87,1947.31,1199.56,0.0,paid
854,65,2022-09-27,2022-09-27,3146.87,3146.87,2298.63,848.24,0.0,paid
855,65,2022-10-27,2022-10-27,3146.87,3146.87,1963.99,1182.88,0.0,on_time
856,65,2022-11-26,2022-11-26,3146.87,3146.87,2044.62,1102.25,0.0,on_time
857,65,2022-12-26,2023-01-10,3146.87,3146.87,1569.27,1577.6,70.0,late
858,65,2023-01-25,2023-01-25,3146.87,3146.87,2492.23,654.64,0.0,on_time
859,65,2023-02-24,2023-03-07,3146.87,3146.87,2185.13,961.74,24.25,late
860,65,2023-03-26,2023-03-26,3146.87,3146.87,1585.0,1561.87,0.0,paid
861,65,2023-04-25,2023-04-25,3146.87,3146.87,1759.65,1387.22,0.0,paid
862,65,2023-05-25,2023-05-25,3146.87,3146.87,1923.26,1223.61,0.0,paid
863,65,2023-06-24,2023-07-03,3146.87,3146.87,1787.9,1358.97,28.73,late
864,65,2023-07-24,,3146.87,,,,70.52,missed
865,65,2023-08-23,2023-09-05,3146.87,3146.87,1514.71,1632.16,19.3,late
866,65,2023-09-22,2023-10-04,3146.87,3146.87,1333.17,1813.7,58.14,late
867,65,2023-10-22,2023-11-06,3146.87,3146.87,2188.9,957.97,70.73,late
868,66,2020-01-14,2020-01-14,1029.94,1029.94,715.32,314.62,0.0,on_time
869,66,2020-02-13,2020-02-13,1029.94,1029.94,452.66,577.28,0.0,paid
870,66,2020-03-14,2020-03-14,1029.94,1029.94,512.98,516.96,0.0,paid
871,66,2020-04-13,2020-04-21,1029.94,1029.94,643.83,386.11,37.6,late
872,66,2020-05-13,2020-05-13,1029.94,1029.94,540.23,489.71,0.0,paid
873,66,2020-06-12,2020-06-12,1029.94,1029.94,518.55,511.39,0.0,paid
874,66,2020-07-12,2020-07-12,1029.94,1029.94,795.07,234.87,0.0,paid
875,66,2020-08-11,2020-08-11,1029.94,1029.94,682.05,347.89,0.0,paid
876,66,2020-09-10,2020-09-10,1029.94,1029.94,490.7,539.24,0.0,on_time
877,66,2020-10-10,2020-10-28,1029.94,1029.94,612.52,417.42,43.02,late
878,66,2020-11-09,2020-11-09,1029.94,1029.94,781.95,247.99,0.0,on_time
879,66,2020-12-09,2020-12-13,1029.94,1029.94,427.8,602.14,16.87,late
880,66,2021-01-08,2021-01-08,1029.94,1029.94,514.22,515.72,0.0,on_time
881,66,2021-02-07,2021-02-07,1029.94,1029.94,645.45,384.49,0.0,paid
882,66,2021-03-09,2021-03-09,1029.94,1029.94,491.35,538.59,0.0,on_time
883,66,2021-04-08,2021-04-08,1029.94,1029.94,792.89,237.05,0.0,on_time
884,66,2021-05-08,2021-05-08,1029.94,1029.94,748.05,281.89,0.0,paid
885,66,2021-06-07,2021-06-07,1029.94,1029.94,781.11,248.83,0.0,on_time
886,66,2021-07-07,2021-07-07,1029.94,1029.94,798.47,231.47,0.0,on_time
887,66,2021-08-06,,1029.94,,,,70.27,missed
888,66,2021-09-05,2021-09-05,1029.94,1029.94,703.91,326.03,0.0,paid
889,66,2021-10-05,2021-10-05,1029.94,1029.94,612.17,417.77,0.0,paid
890,66,2021-11-04,2021-11-04,1029.94,1029.94,760.69,269.25,0.0,paid
891,66,2021-12-04,2021-12-04,1029.94,1029.94,673.18,356.76,0.0,on_time
892,67,2021-12-15,2021-12-15,2218.17,2218.17,1273.17,945.0,0.0,paid
893,67,2022-01-14,,2218.17,,,,50.8,missed
894,67,2022-02-13,2022-02-13,2218.17,2218.17,1140.57,1077.6,0.0,paid
895,67,2022-03-15,2022-03-15,2218.17,2218.17,1175.45,1042.72,0.0,paid
896,67,2022-04-14,2022-04-14,2218.17,2218.17,933.57,1284.6,0.0,on_time
897,67,2022-05-14,2022-05-14,2218.17,2218.17,1051.28,1166.89,0.0,on_time
898,67,2022-06-13,2022-06-13,2218.17,2218.17,1572.77,645.4,0.0,paid
899,67,2022-07-13,2022-07-13,2218.17,2218.17,1577.07,641.1,0.0,paid
900,67,2022-08-12,2022-08-12,2218.17,2218.17,1052.58,1165.59,0.0,paid
901,67,2022-09-11,2022-09-11,2218.17,2218.17,1196.21,1021.96,0.0,paid
902,67,2022-10-11,,2218.17,,,,54.36,missed
903,68,2020-04-07,2020-04-07,618.05,618.05,326.62,291.43,0.0,on_time
904,68,2020-05-07,2020-05-07,618.05,618.05,467.26,150.79,0.0,on_time
905,68,2020-06-06,2020-06-17,618.05,618.05,398.25,219.8,72.38,late
906,68,2020-07-06,2020-07-06,618.05,618.05,278.81,339.24,0.0,on_time
907,68,2020-08-05,2020-08-17,618.05,618.05,263.36,354.69,17.07,late
908,68,2020-09-04,2020-09-04,618.05,618.05,302.69,315.36,0.0,on_time
909,68,2020-10-04,2020-10-04,618.05,618.05,393.91,224.14,0.0,paid
910,69,2021-06-11,2021-06-12,591.0,591.0,421.71,169.29,40.14,late
911,69,2021-07-11,2021-07-11,591.0,591.0,320.62,270.38,0.0,on_time
912,69,2021-08-10,2021-08-10,591.0,591.0,463.38,127.62,0.0,paid
913,69,2021-09-09,2021-09-09,591.0,591.0,447.2,143.8,0.0,on_time
914,69,2021-10-09,2021-10-22,591.0,591.0,255.47,335.53,63.13,late
915,69,2021-11-08,2021-11-08,591.0,591.0,471.37,119.63,0.0,on_time
916,69,2021-12-08,2021-12-08,591.0,591.0,246.48,344.52,0.0,paid
917,69,2022-01-07,,591.0,,,,62.05,missed
918,69,2022-02-06,2022-02-06,591.0,591.0,277.6,313.4,0.0,on_time
919,69,2022-03-08,2022-03-08,591.0,591.0,468.9,122.1,0.0,paid
920,69,2022-04-07,2022-04-07,591.0,591.0,362.06,228.94,0.0,on_time
921,69,2022-05-07,2022-05-24,591.0,591.0,290.07,300.93,62.26,late
922,69,2022-06-06,2022-06-06,591.0,591.0,268.44,322.56,0.0,paid
923,69,2022-07-06,2022-07-06,591.0,591.0,243.0,348.0,0.0,on_time
924,69,2022-08-05,2022-08-05,591.0,591.0,292.42,298.58,0.0,on_time
925,69,2022-09-04,2022-09-04,591.0,591.0,347.16,243.84,0.0,on_time
926,69,2022-10-04,2022-10-04,591.0,591.0,267.15,323.85,0.0,on_time
927,69,2022-11-03,2022-11-03,591.0,591.0,388.43,202.57,0.0,on_time
928,69,2022-12-03,2022-12-03,591.0,591.0,364.4,226.6,0.0,on_time
929,70,2024-11-28,2024-12-05,786.58,786.58,459.47,327.11,63.33,late
930,70,2024-12-28,2024-12-28,786.58,786.58,556.91,229.67,0.0,paid
931,70,2025-01-27,2025-01-27,786.58,786.58,335.26,451.32,0.0,paid
932,70,2025-02-26,,786.58,,,,21.8,missed
933,70,2025-03-28,2025-03-28,786.58,786.58,316.75,469.83,0.0,paid
934,70,2025-04-27,2025-04-27,786.58,786.58,493.49,293.09,0.0,paid
935,70,2025-05-27,2025-05-27,786.58,786.58,402.92,383.66,0.0,paid
936,70,2025-06-26,2025-06-26,786.58,786.58,428.38,358.2,0.0,paid
937,70,2025-07-26,2025-07-26,786.58,786.58,390.09,396.49,0.0,paid
938,70,2025-08-25,2025-08-25,786.58,786.58,416.31,370.27,0.0,on_time
939,70,2025-09-24,2025-09-25,786.58,786.58,325.24,461.34,27.66,late
940,70,2025-10-24,2025-10-24,786.58,786.58,470.59,315.99,0.0,on_time
941,70,2025-11-23,2025-12-09,786.58,786.58,586.81,199.77,39.8,late
942,70,2025-12-23,2025-12-23,786.58,786.58,456.65,329.93,0.0,paid
943,70,2026-01-22,2026-01-22,786.58,786.58,365.73,420.85,0.0,paid
944,70,2026-02-21,2026-02-21,786.58,786.58,475.86,310.72,0.0,on_time
945,70,2026-03-23,2026-03-27,786.58,786.58,579.72,206.86,54.83,late
946,70,2026-04-22,,786.58,,,,44.02,missed
947,70,2026-05-22,2026-05-22,786.58,786.58,435.49,351.09,0.0,on_time
948,70,2026-06-21,2026-06-30,786.58,786.58,560.73,225.85,27.99,late
949,70,2026-07-21,2026-08-08,786.58,786.58,573.18,213.4,53.89,late
950,71,2017-12-30,2017-12-30,1065.28,1065.28,799.96,265.32,0.0,on_time
951,71,2018-01-29,2018-01-29,1065.28,1065.28,444.25,621.03,0.0,on_time
952,71,2018-02-28,2018-02-28,1065.28,1065.28,809.6,255.68,0.0,paid
953,71,2018-03-30,2018-03-30,1065.28,1065.28,644.43,420.85,0.0,paid
954,71,2018-04-29,,1065.28,,,,55.48,missed
955,71,2018-05-29,2018-05-29,1065.28,1065.28,485.04,580.24,0.0,on_time
956,71,2018-06-28,2018-06-28,1065.28,1065.28,527.71,537.57,0.0,paid
957,71,2018-07-28,2018-07-28,1065.28,1065.28,588.21,477.07,0.0,on_time
958,72,2017-10-31,2017-10-31,520.71,520.71,365.56,155.15,0.0,on_time
959,72,2017-11-30,2017-11-30,520.71,520.71,366.0,154.71,0.0,paid
960,72,2017-12-30,2017-12-30,520.71,520.71,299.43,221.28,0.0,paid
961,72,2018-01-29,2018-01-29,520.71,520.71,218.43,302.28,0.0,paid
962,72,2018-02-28,2018-02-28,520.71,520.71,215.51,305.2,0.0,on_time
963,72,2018-03-30,2018-03-30,520.71,520.71,395.22,125.49,0.0,paid
964,72,2018-04-29,2018-04-29,520.71,520.71,277.44,243.27,0.0,on_time
965,72,2018-05-29,2018-05-29,520.71,520.71,367.76,152.95,0.0,paid
966,72,2018-06-28,2018-06-28,520.71,520.71,364.89,155.82,0.0,paid
967,72,2018-07-28,2018-07-28,520.71,520.71,390.07,130.64,0.0,paid
968,72,2018-08-27,2018-08-27,520.71,520.71,243.8,276.91,0.0,paid
969,72,2018-09-26,,520.71,,,,64.62,missed
970,72,2018-10-26,2018-10-26,520.71,520.71,328.22,192.49,0.0,on_time
971,72,2018-11-25,2018-11-25,520.71,520.71,319.07,201.64,0.0,on_time
972,72,2018-12-25,2018-12-25,520.71,520.71,313.27,207.44,0.0,paid
973,72,2019-01-24,2019-01-24,520.71,520.71,271.03,249.68,0.0,paid
974,72,2019-02-23,2019-02-23,520.71,520.71,277.61,243.1,0.0,on_time
975,72,2019-03-25,2019-03-25,520.71,520.71,399.62,121.09,0.0,on_time
976,72,2019-04-24,,520.71,,,,62.04,missed
977,72,2019-05-24,,520.71,,,,46.13,missed
978,73,2016-06-06,2016-06-06,1441.37,1441.37,654.92,786.45,0.0,paid
979,73,2016-07-06,2016-07-06,1441.37,1441.37,678.2,763.17,0.0,paid
980,73,2016-08-05,2016-08-05,1441.37,1441.37,981.88,459.49,0.0,paid
981,73,2016-09-04,2016-09-04,1441.37,1441.37,587.63,853.74,0.0,paid
982,73,2016-10-04,2016-10-04,1441.37,1441.37,989.76,451.61,0.0,paid
983,73,2016-11-03,2016-11-12,1441.37,1441.37,859.32,582.05,45.29,late
984,73,2016-12-03,2016-12-03,1441.37,1441.37,845.38,595.99,0.0,paid
985,73,2017-01-02,2017-01-02,1441.37,1441.37,1002.11,439.26,0.0,on_time
986,73,2017-02-01,2017-02-01,1441.37,1441.37,1106.71,334.66,0.0,on_time
987,73,2017-03-03,2017-03-03,1441.37,1441.37,859.28,582.09,0.0,on_time
988,73,2017-04-02,2017-04-02,1441.37,1441.37,681.05,760.32,0.0,on_time
989,73,2017-05-02,2017-05-02,1441.37,1441.37,827.82,613.55,0.0,paid
990,73,2017-06-01,2017-06-01,1441.37,1441.37,851.77,589.6,0.0,on_time
991,73,2017-07-01,2017-07-01,1441.37,1441.37,1109.82,331.55,0.0,paid
992,73,2017-07-31,2017-07-31,1441.37,1441.37,744.68,696.69,0.0,on_time
993,74,2024-04-21,2024-04-21,289.39,289.39,182.36,107.03,0.0,paid
994,74,2024-05-21,2024-05-21,289.39,289.39,161.49,127.9,0.0,paid
995,74,2024-06-20,2024-06-20,289.39,289.39,193.72,95.67,0.0,on_time
996,74,2024-07-20,2024-07-20,289.39,289.39,183.05,106.34,0.0,on_time
997,74,2024-08-19,2024-08-19,289.39,289.39,188.42,100.97,0.0,on_time
998,74,2024-09-18,2024-09-18,289.39,289.39,199.11,90.28,0.0,paid
999,74,2024-10-18,2024-10-18,289.39,289.39,181.45,107.94,0.0,on_time
1000,75,2016-03-13,2016-03-13,1983.99,1983.99,1257.61,726.38,0.0,paid
1001,75,2016-04-12,2016-04-12,1983.99,1983.99,1065.72,918.27,0.0,paid
1002,75,2016-05-12,2016-05-12,1983.99,1983.99,1090.45,893.54,0.0,paid
1003,75,2016-06-11,2016-07-01,1983.99,1983.99,863.34,1120.65,45.72,late
1004,75,2016-07-11,2016-07-11,1983.99,1983.99,1190.92,793.07,0.0,paid
1005,75,2016-08-10,2016-08-10,1983.99,1983.99,796.95,1187.04,0.0,paid
1006,75,2016-09-09,2016-09-09,1983.99,1983.99,1584.06,399.93,0.0,paid
1007,75,2016-10-09,2016-10-09,1983.99,1983.99,1080.03,903.96,0.0,paid
1008,75,2016-11-08,2016-11-08,1983.99,1983.99,1143.57,840.42,0.0,paid
1009,75,2016-12-08,2016-12-19,1983.99,1983.99,1534.74,449.25,46.22,late
1010,75,2017-01-07,2017-01-07,1983.99,1983.99,962.67,1021.32,0.0,on_time
1011,75,2017-02-06,2017-02-06,1983.99,1983.99,862.99,1121.0,0.0,paid
1012,75,2017-03-08,2017-03-08,1983.99,1983.99,1052.58,931.41,0.0,on_time
1013,76,2022-06-06,2022-06-06,1668.38,1668.38,1152.95,515.43,0.0,paid
1014,76,2022-07-06,2022-07-06,1668.38,1668.38,1212.79,455.59,0.0,paid
1015,76,2022-08-05,2022-08-05,1668.38,1668.38,793.71,874.67,0.0,on_time
1016,77,2022-10-10,2022-10-10,572.98,572.98,388.26,184.72,0.0,paid
1017,77,2022-11-09,2022-11-09,572.98,572.98,332.27,240.71,0.0,paid
1018,77,2022-12-09,2022-12-09,572.98,572.98,423.68,149.3,0.0,paid
1019,77,2023-01-08,2023-01-08,572.98,572.98,449.32,123.66,0.0,paid
1020,77,2023-02-07,2023-02-07,572.98,572.98,454.8,118.18,0.0,on_time
