transaction_id,account_id,txn_type_id,amount,currency_code,txn_datetime,description,related_transaction_id
4857,503,1,725.68,USD,2025-10-14T00:17:10,Deposit,
4858,294,1,2616.0,USD,2022-12-25T15:18:24,Deposit,
4859,108,1,2122.97,USD,2023-09-30T09:14:13,Deposit,
4860,486,2,-126.0,USD,2022-04-13T01:37:02,ATM withdrawal,
4861,410,2,-3095.9,USD,2022-06-20T23:14:38,ATM withdrawal,
4862,49,5,-504.2,USD,2025-08-14T08:57:54,Monthly fee,
4863,55,6,1164.04,USD,2022-08-20T08:29:52,Interest credit,
4864,404,6,1016.96,USD,2022-04-12T23:39:06,Interest credit,
4865,416,5,-4685.86,USD,2022-06-02T19:46:48,Monthly fee,
4866,77,5,-2810.0,USD,2023-12-30T06:57:02,Monthly fee,
4867,532,6,4363.27,USD,2024-08-11T08:25:15,Interest credit,
4868,80,5,-1720.2,USD,2022-11-15T20:44:12,Monthly fee,
4869,439,2,-4939.68,USD,2025-05-29T00:12:26,ATM withdrawal,
4870,77,6,4669.72,USD,2023-07-05T07:32:18,Interest credit,
4871,260,1,4791.86,USD,2022-09-22T13:14:10,Deposit,
4872,429,2,-1157.36,USD,2025-07-06T23:26:13,ATM withdrawal,
4873,276,5,-4860.23,USD,2024-03-08T05:53:59,Monthly fee,
4874,444,2,-4470.86,USD,2025-07-08T22:56:43,ATM withdrawal,
4875,213,5,-3969.26,USD,2025-12-10T21:52:10,Monthly fee,
4876,469,6,1312.59,USD,2024-12-14T01:31:27,Interest credit,
4877,406,6,4533.73,USD,2022-04-06T18:48:26,Interest credit,
4878,327,5,-1778.0,USD,2025-07-11T18:10:40,Monthly fee,
4879,326,5,-1424.25,USD,2023-11-23T23:56:04,Monthly fee,
4880,464,6,1488.51,USD,2023-09-02T18:15:11,Interest credit,
4881,492,2,-2768.31,USD,2024-12-24T17:51:30,ATM withdrawal,
4882,430,1,37.16,USD,2022-04-26T21:58:20,Deposit,
4883,257,2,-4752.07,USD,2024-08-27T01:48:26,ATM withdrawal,
4884,40,6,3265.98,USD,2023-03-11T02:47:39,Interest credit,
4885,473,2,-4536.26,USD,2024-11-10T11:32:59,ATM withdrawal,
4886,56,2,-4109.12,USD,2022-01-02T16:10:03,ATM withdrawal,
4887,413,5,-1938.31,USD,2022-02-17T04:33:57,Monthly fee,
4888,532,2,-2048.19,USD,2024-01-09T15:34:26,ATM withdrawal,
4889,39,1,1735.62,USD,2024-12-07T00:16:15,Deposit,
4890,221,1,3264.26,USD,2024-11-12T13:59:37,Deposit,
4891,428,6,1673.01,USD,2022-01-11T09:19:26,Interest credit,
4892,277,2,-3548.16,USD,2024-10-08T15:11:03,ATM withdrawal,
4893,479,1,4576.98,USD,2023-01-19T17:10:44,Deposit,
4894,471,2,-2834.91,USD,2022-04-04T18:49:39,ATM withdrawal,
4895,548,5,-1131.53,USD,2024-07-26T09:28:45,Monthly fee,
4896,400,2,-132.31,USD,2025-12-20T10:52:04,ATM withdrawal,
4897,38,5,-2682.21,USD,2023-03-21T15:35:54,Monthly fee,
4898,318,6,208.45,USD,2024-02-07T09:08:23,Interest credit,
4899,73,6,3245.15,USD,2025-06-06T01:51:43,Interest credit,
4900,359,5,-92.79,USD,2024-08-22T16:34:16,Monthly fee,
4901,233,5,-3277.12,USD,2025-09-14T00:47:48,Monthly fee,
4902,104,1,1450.43,USD,2024-12-18T21:13:21,Deposit,
4903,46,2,-2124.48,USD,2023-12-25T04:56:33,ATM withdrawal,
4904,491,1,4383.28,USD,2025-06-09T14:14:00,Deposit,
4905,459,6,2441.01,USD,2025-02-19T03:03:34,Interest credit,
4906,110,2,-206.09,USD,2024-06-17T10:56:17,ATM withdrawal,
4907,103,1,51.48,USD,2022-07-20T13:37:38,Deposit,
4908,400,2,-389.32,USD,2023-02-23T18:11:12,ATM withdrawal,
4909,545,1,2013.32,USD,2022-06-23T08:08:40,Deposit,
4910,258,2,-741.22,USD,2023-07-18T05:40:39,ATM withdrawal,
4911,157,5,-4867.61,USD,2024-05-21T09:21:13,Monthly fee,
4912,240,5,-4950.01,USD,2022-11-29T09:28:46,Monthly fee,
4913,269,1,3017.53,USD,2023-02-19T10:59:28,Deposit,
4914,111,2,-4548.51,USD,2024-01-30T06:15:52,ATM withdrawal,
4915,143,2,-3828.81,USD,2022-07-29T19:22:07,ATM withdrawal,
4916,162,1,4887.46,USD,2023-11-07T08:51:51,Deposit,
4917,544,6,2709.47,USD,2025-05-28T15:02:33,Interest credit,
4918,456,5,-3893.76,USD,2024-02-29T15:16:03,Monthly fee,
4919,10,6,548.17,USD,2023-07-04T06:20:53,Interest credit,
4920,389,2,-4201.6,USD,2022-02-21T17:09:15,ATM withdrawal,
4921,187,1,551.62,USD,2023-11-15T00:33:11,Deposit,
4922,303,6,3232.03,USD,2025-07-25T03:19:05,Interest credit,
4923,420,2,-1798.27,USD,2023-12-07T15:32:33,ATM withdrawal,
4924,279,1,1413.81,USD,2024-07-24T09:30:15,Deposit,
4925,353,5,-2805.39,USD,2024-07-24T16:41:41,Monthly fee,
4926,328,6,1932.27,USD,2022-06-09T12:51:51,Interest credit,
4927,231,5,-4424.76,USD,2023-07-01T15:29:36,Monthly fee,
4928,458,2,-1002.23,USD,2022-06-19T18:28:56,ATM withdrawal,
4929,354,6,4392.15,USD,2024-01-26T07:03:41,Interest credit,
4930,301,5,-1004.59,USD,2022-04-18T15:17:58,Monthly fee,
4931,510,1,1066.46,USD,2023-06-04T06:59:37,Deposit,
4932,422,2,-4216.22,USD,2022-06-23T18:42:08,ATM withdrawal,
4933,539,2,-4522.24,USD,2025-09-14T14:40:38,ATM withdrawal,
4934,238,1,2212.3,USD,2024-01-30T01:16:28,Deposit,
4935,342,6,3619.73,USD,2025-03-03T20:28:19,Interest credit,
4936,126,5,-4260.25,USD,2024-10-11T09:57:20,Monthly fee,
4937,32,1,3369.09,USD,2025-08-16T21:46:43,Deposit,
4938,101,5,-3002.05,USD,2025-06-08T07:04:55,Monthly fee,
4939,381,6,4514.07,USD,2025-11-21T02:38:46,Interest credit,
4940,455,5,-4080.54,USD,2024-04-02T08:16:50,Monthly fee,
4941,458,5,-4361.11,USD,2025-01-25T18:19:46,Monthly fee,
4942,261,2,-3064.27,USD,2024-02-15T05:55:05,ATM withdrawal,
4943,23,6,4459.99,USD,2025-02-06T11:47:45,Interest credit,
4944,318,2,-225.94,USD,2023-09-03T23:52:46,ATM withdrawal,
4945,123,2,-4663.33,USD,2025-03-18T22:59:41,ATM withdrawal,
4946,342,1,4511.56,USD,2022-01-26T08:31:28,Deposit,
4947,126,6,3495.52,USD,2023-04-10T00:33:22,Interest credit,
4948,396,2,-1895.64,USD,2023-04-07T19:40:11,ATM withdrawal,
4949,274,1,4716.89,USD,2022-07-01T07:51:18,Deposit,
4950,43,1,2316.81,USD,2025-05-26T21:43:29,Deposit,
4951,105,2,-3190.81,USD,2024-06-05T08:04:08,ATM withdrawal,
4952,329,5,-595.15,USD,2025-04-22T10:01:33,Monthly fee,
4953,116,6,1355.2,USD,2024-09-10T22:51:30,Interest credit,
4954,207,6,3187.77,USD,2024-02-19T10:06:28,Interest credit,
4955,214,5,-4639.85,USD,2025-11-28T04:23:09,Monthly fee,
4956,472,5,-3430.83,USD,2022-01-22T08:48:24,Monthly fee,
4957,337,6,457.87,USD,2024-07-25T07:55:54,Interest credit,
4958,452,6,3174.61,USD,2025-10-19T02:23:51,Interest credit,
4959,465,6,895.28,USD,2025-10-15T07:00:25,Interest credit,
4960,5,1,3070.84,USD,2022-02-05T19:56:12,Deposit,
4961,518,2,-2896.74,USD,2023-03-02T11:20:48,ATM withdrawal,
4962,238,2,-3912.54,USD,2023-11-14T16:31:58,ATM withdrawal,
4963,535,6,79.23,USD,2022-10-09T04:04:09,Interest credit,
4964,272,5,-4012.46,USD,2023-09-30T03:47:27,Monthly fee,
4965,114,6,1910.93,USD,2025-09-05T21:17:21,Interest credit,
4966,320,2,-3789.79,USD,2022-03-02T15:17:05,ATM withdrawal,
4967,221,1,3453.38,USD,2025-11-08T11:16:44,Deposit,
4968,133,2,-4882.06,USD,2025-04-08T15:16:13,ATM withdrawal,
4969,264,6,2006.39,USD,2022-11-12T18:27:06,Interest credit,
4970,74,6,600.39,USD,2023-05-02T19:25:02,Interest credit,
4971,199,2,-346.59,USD,2024-05-26T23:09:45,ATM withdrawal,
4972,133,5,-367.22,USD,2024-02-20T11:25:58,Monthly fee,
4973,487,2,-4765.09,USD,2025-09-19T21:27:35,ATM withdrawal,
4974,13,5,-2183.22,USD,2022-01-17T12:10:07,Monthly fee,
4975,472,5,-2097.04,USD,2024-05-24T19:09:13,Monthly fee,
4976,229,2,-3658.46,USD,2023-05-20T02:09:19,ATM withdrawal,
4977,429,6,4898.81,USD,2024-10-18T15:46:49,Interest credit,
4978,199,6,2880.27,USD,2025-01-05T17:37:01,Interest credit,
4979,3,5,-3548.17,USD,2023-03-06T16:58:17,Monthly fee,
4980,383,1,1846.05,USD,2025-06-01T12:38:52,Deposit,
4981,106,2,-4247.82,USD,2022-12-08T21:04:10,ATM withdrawal,
4982,292,5,-1373.22,USD,2025-10-09T05:37:36,Monthly fee,
4983,26,2,-767.62,USD,2023-03-14T13:06:19,ATM withdrawal,
4984,286,2,-4208.44,USD,2025-10-02T00:22:04,ATM withdrawal,
4985,330,5,-3849.68,USD,2023-01-08T14:30:33,Monthly fee,
4986,226,5,-312.39,USD,2023-08-13T22:26:26,Monthly fee,
4987,361,1,1435.27,USD,2024-06-08T20:47:15,Deposit,
4988,527,2,-3512.73,USD,2022-12-31T07:10:26,ATM withdrawal,
4989,426,1,2743.81,USD,2024-03-12T06:44:05,Deposit,
4990,366,2,-3204.69,USD,2022-07-20T14:28:26,ATM withdrawal,
4991,465,5,-2166.0,USD,2024-03-09T05:51:44,Monthly fee,
4992,40,2,-1685.28,USD,2025-11-13T12:03:36,ATM withdrawal,
4993,271,5,-4394.21,USD,2025-06-07T15:34:37,Monthly fee,
4994,379,5,-249.4,USD,2023-06-08T15:39:26,Monthly fee,
4995,156,6,671.49,USD,2024-07-07T16:39:31,Interest credit,
4996,417,1,3201.06,USD,2025-08-14T17:09:36,Deposit,
4997,416,1,4776.39,USD,2022-10-16T17:04:00,Deposit,
4998,519,6,4310.52,USD,2024-09-26T20:25:42,Interest credit,
4999,158,1,4811.28,USD,2024-03-21T10:32:35,Deposit,
5000,388,1,788.26,USD,2024-05-19T07:17:30,Deposit,
5001,109,5,-3293.52,USD,2022-06-16T21:14:25,Monthly fee,
5002,249,1,3377.72,USD,2024-06-29T13:11:58,Deposit,
5003,397,1,485.34,USD,2024-12-02T07:23:50,Deposit,
5004,488,5,-4797.35,USD,2024-07-28T00:46:55,Monthly fee,
5005,494,1,349.25,USD,2024-01-19T00:55:26,Deposit,
5006,369,1,1424.03,USD,2025-03-03T10:53:57,Deposit,
5007,485,5,-4943.5,USD,2023-10-14T05:24:44,Monthly fee,
5008,448,6,1983.89,USD,2025-11-26T02:20:55,Interest credit,
5009,368,6,79.33,USD,2025-05-02T19:04:39,Interest credit,
5010,53,6,4126.32,USD,2025-02-22T08:22:40,Interest credit,
5011,80,6,1332.17,USD,2025-10-01T06:59:33,Interest credit,
5012,78,1,1267.12,USD,2022-04-01T00:37:21,Deposit,
5013,410,2,-3365.41,USD,2025-07-08T18:19:51,ATM withdrawal,
5014,269,5,-1112.61,USD,2025-08-30T05:51:05,Monthly fee,
5015,506,5,-4256.96,USD,2023-11-29T02:41:25,Monthly fee,
5016,422,1,3773.59,USD,2024-09-27T11:36:27,Deposit,
5017,193,1,3302.5,USD,2024-04-18T23:17:12,Deposit,
5018,406,2,-4842.84,USD,2025-07-31T19:59:31,ATM withdrawal,
5019,389,5,-268.19,USD,2025-05-23T07:09:29,Monthly fee,
5020,129,6,3483.6,USD,2024-02-06T02:18:46,Interest credit,
5021,151,1,4231.38,USD,2023-11-05T09:28:33,Deposit,
5022,66,6,4829.74,USD,2025-04-28T23:25:43,Interest credit,
5023,365,5,-740.55,USD,2025-01-05T12:11:02,Monthly fee,
5024,460,6,2170.5,USD,2023-07-06T04:59:04,Interest credit,
5025,457,1,62.19,USD,2022-04-17T03:50:34,Deposit,
5026,543,5,-2311.36,USD,2023-12-09T14:58:35,Monthly fee,
5027,407,2,-319.77,USD,2025-09-05T00:33:06,ATM withdrawal,
5028,419,2,-3785.29,USD,2022-03-18T05:00:36,ATM withdrawal,
5029,420,2,-4489.16,USD,2024-05-15T17:42:45,ATM withdrawal,
5030,439,1,4663.97,USD,2023-07-15T00:46:49,Deposit,
5031,509,5,-4187.08,USD,2024-07-12T01:27:07,Monthly fee,
5032,384,1,1895.27,USD,2024-10-24T20:52:26,Deposit,
5033,180,1,1543.39,USD,2025-08-01T14:32:32,Deposit,
5034,93,5,-2653.76,USD,2023-08-28T02:01:34,Monthly fee,
5035,191,6,3764.04,USD,2022-10-18T23:23:28,Interest credit,
5036,368,6,2986.48,USD,2024-06-28T17:43:10,Interest credit,
5037,204,5,-1503.04,USD,2024-12-21T21:03:40,Monthly fee,
5038,263,6,1062.78,USD,2022-01-24T10:53:55,Interest credit,
5039,467,1,2328.86,USD,2025-12-22T16:52:21,Deposit,
5040,466,5,-3661.93,USD,2025-04-21T08:25:12,Monthly fee,
5041,294,2,-322.19,USD,2023-01-03T00:52:35,ATM withdrawal,
5042,191,5,-4322.06,USD,2024-11-09T01:41:08,Monthly fee,
5043,144,5,-442.81,USD,2024-05-08T23:55:10,Monthly fee,
5044,548,1,4313.65,USD,2024-07-21T23:41:53,Deposit,
5045,191,6,3099.81,USD,2024-02-10T12:49:53,Interest credit,
5046,282,1,4101.53,USD,2022-04-12T02:08:32,Deposit,
5047,239,5,-1361.39,USD,2025-06-20T05:03:42,Monthly fee,
5048,499,2,-4256.09,USD,2022-02-17T16:13:44,ATM withdrawal,
5049,497,1,4746.04,USD,2024-12-27T19:55:00,Deposit,
5050,347,2,-2480.47,USD,2025-06-30T18:45:34,ATM withdrawal,
5051,328,1,3053.27,USD,2024-03-20T11:09:34,Deposit,
5052,302,5,-1659.4,USD,2022-05-05T12:17:44,Monthly fee,
5053,501,6,2182.7,USD,2025-05-31T15:37:55,Interest credit,
5054,60,2,-741.89,USD,2023-03-27T22:33:19,ATM withdrawal,
5055,118,5,-4356.62,USD,2022-02-08T00:06:49,Monthly fee,
5056,376,6,2985.16,USD,2023-03-01T21:22:17,Interest credit,
5057,86,2,-879.28,USD,2022-03-27T19:35:58,ATM withdrawal,
5058,254,6,3804.37,USD,2025-04-25T10:20:10,Interest credit,
5059,240,6,2107.99,USD,2024-04-13T22:16:12,Interest credit,
5060,460,6,4235.59,USD,2022-06-01T10:29:44,Interest credit,
5061,549,2,-2485.62,USD,2022-04-05T06:54:33,ATM withdrawal,
5062,489,2,-4347.94,USD,2022-10-02T23:07:29,ATM withdrawal,
5063,517,2,-3025.64,USD,2023-02-28T21:47:04,ATM withdrawal,
5064,276,5,-2800.0,USD,2024-07-09T23:44:47,Monthly fee,
5065,320,6,4818.32,USD,2025-05-13T21:58:15,Interest credit,
5066,145,5,-3696.66,USD,2023-01-09T12:03:18,Monthly fee,
5067,292,1,3124.8,USD,2023-12-22T21:09:49,Deposit,
5068,130,1,1149.81,USD,2022-03-13T18:35:35,Deposit,
5069,2,2,-1713.68,USD,2023-04-27T11:09:15,ATM withdrawal,
5070,316,5,-2215.53,USD,2025-10-04T03:09:16,Monthly fee,
5071,310,6,2417.7,USD,2024-10-15T20:50:58,Interest credit,
5072,181,6,2567.21,USD,2024-04-21T10:54:23,Interest credit,
5073,15,5,-3444.01,USD,2024-11-28T08:15:57,Monthly fee,
5074,10,5,-4472.7,USD,2023-05-15T20:52:19,Monthly fee,
5075,154,5,-2096.01,USD,2024-01-07T05:10:02,Monthly fee,
5076,234,5,-2805.54,USD,2023-12-25T07:50:46,Monthly fee,
5077,253,1,3257.58,USD,2025-01-01T11:18:15,Deposit,
5078,503,2,-4174.34,USD,2024-05-20T20:10:20,ATM withdrawal,
5079,308,5,-2663.86,USD,2025-09-29T06:34:49,Monthly fee,
5080,342,2,-448.5,USD,2025-05-21T11:29:44,ATM withdrawal,
5081,342,6,4276.02,USD,2024-10-07T12:01:11,Interest credit,
5082,291,5,-256.81,USD,2022-06-06T03:57:48,Monthly fee,
5083,296,2,-899.84,USD,2022-04-09T10:46:17,ATM withdrawal,
5084,539,1,4721.86,USD,2024-09-04T05:06:31,Deposit,
5085,534,6,2795.29,USD,2023-09-01T02:47:22,Interest credit,
5086,49,5,-2010.8,USD,2022-10-10T17:58:25,Monthly fee,
5087,54,6,1260.63,USD,2023-11-11T05:36:32,Interest credit,
5088,385,6,3846.47,USD,2023-11-15T09:09:10,Interest credit,
5089,247,2,-1550.42,USD,2023-01-14T20:40:43,ATM withdrawal,
5090,22,1,2340.17,USD,2024-10-12T11:42:22,Deposit,
5091,139,5,-2533.15,USD,2023-04-02T18:19:11,Monthly fee,
5092,352,6,918.35,USD,2023-04-15T14:18:06,Interest credit,
5093,87,1,4155.87,USD,2023-01-06T03:15:36,Deposit,
5094,326,1,549.03,USD,2024-08-28T06:28:16,Deposit,
5095,508,6,4367.85,USD,2022-12-28T20:41:10,Interest credit,
5096,46,2,-478.96,USD,2023-07-05T09:08:15,ATM withdrawal,
5097,545,2,-4975.77,USD,2023-07-01T21:28:21,ATM withdrawal,
5098,278,2,-2330.86,USD,2022-01-07T04:41:31,ATM withdrawal,
5099,17,6,3183.37,USD,2022-02-13T19:50:09,Interest credit,
5100,169,6,1687.0,USD,2024-01-12T17:39:21,Interest credit,
5101,368,2,-4309.49,USD,2023-03-24T01:16:22,ATM withdrawal,
5102,112,5,-810.95,USD,2024-04-09T18:27:13,Monthly fee,
5103,492,1,190.77,USD,2025-04-13T19:25:17,Deposit,
5104,93,2,-1287.18,USD,2024-01-18T12:50:34,ATM withdrawal,
5105,550,1,2981.48,USD,2022-05-11T03:06:49,Deposit,
5106,144,1,2957.14,USD,2023-06-30T04:27:39,Deposit,
5107,277,1,4401.63,USD,2022-07-01T14:43:08,Deposit,
5108,213,5,-3276.98,USD,2024-03-11T00:14:33,Monthly fee,
5109,7,1,616.09,USD,2022-07-25T15:06:33,Deposit,
5110,490,1,2655.88,USD,2023-04-19T13:51:13,Deposit,
5111,77,2,-3555.53,USD,2024-07-08T19:09:06,ATM withdrawal,
5112,45,2,-3528.45,USD,2024-11-24T21:31:49,ATM withdrawal,
5113,116,6,4243.99,USD,2022-06-14T16:20:24,Interest credit,
5114,35,6,4682.81,USD,2024-08-22T03:17:34,Interest credit,
5115,537,1,1827.11,USD,2025-12-12T07:11:02,Deposit,
5116,105,1,3500.47,USD,2025-10-22T07:49:53,Deposit,
5117,372,5,-2573.25,USD,2022-06-07T00:27:09,Monthly fee,
5118,88,2,-2567.01,USD,2024-10-24T19:42:07,ATM withdrawal,
5119,423,5,-185.86,USD,2025-03-14T12:15:47,Monthly fee,
5120,424,5,-3965.74,USD,2022-02-17T17:44:53,Monthly fee,
5121,513,2,-3104.67,USD,2023-02-28T03:07:35,ATM withdrawal,
5122,432,1,4447.59,USD,2025-05-21T01:37:41,Deposit,
5123,116,6,1952.93,USD,2024-03-01T13:21:57,Interest credit,
5124,57,5,-2025.19,USD,2022-10-19T08:20:21,Monthly fee,
5125,345,2,-2590.26,USD,2022-06-29T21:03:39,ATM withdrawal,
5126,38,5,-771.11,USD,2024-11-04T11:25:20,Monthly fee,
5127,369,1,4466.2,USD,2024-08-27T19:31:51,Deposit,
5128,165,6,1623.87,USD,2023-06-03T11:33:53,Interest credit,
5129,83,5,-1153.13,USD,2022-10-26T06:49:46,Monthly fee,
5130,294,5,-3044.82,USD,2025-04-28T18:56:55,Monthly fee,
5131,160,6,1366.37,USD,2024-04-02T21:54:47,Interest credit,
5132,433,2,-3340.92,USD,2024-04-18T22:30:34,ATM withdrawal,
5133,325,5,-1651.27,USD,2024-07-03T13:00:21,Monthly fee,
5134,517,6,2767.37,USD,2025-06-13T03:28:24,Interest credit,
5135,219,1,768.28,USD,2024-03-10T08:02:58,Deposit,
5136,528,2,-477.81,USD,2023-07-27T18:23:41,ATM withdrawal,
5137,548,1,2020.37,USD,2023-11-16T19:52:51,Deposit,
5138,439,2,-469.08,USD,2024-12-29T16:31:40,ATM withdrawal,
5139,118,6,2981.86,USD,2024-12-19T16:41:11,Interest credit,
5140,196,5,-569.05,USD,2024-06-13T23:01:50,Monthly fee,
5141,380,6,4530.4,USD,2023-11-13T21:01:21,Interest credit,
5142,363,1,1499.82,USD,2024-07-24T18:41:43,Deposit,
5143,107,2,-923.59,USD,2022-08-24T10:30:21,ATM withdrawal,
5144,223,1,4509.11,USD,2022-08-25T11:34:44,Deposit,
5145,527,5,-2845.21,USD,2022-09-29T16:37:58,Monthly fee,
5146,98,1,1287.95,USD,2022-08-12T01:38:29,Deposit,
5147,175,2,-3394.61,USD,2022-11-22T10:35:19,ATM withdrawal,
5148,33,5,-92.79,USD,2025-04-03T06:53:15,Monthly fee,
5149,451,2,-4870.62,USD,2022-12-24T12:02:35,ATM withdrawal,
5150,11,2,-2680.51,USD,2023-01-06T06:34:35,ATM withdrawal,
5151,378,6,3866.97,USD,2025-11-12T10:25:26,Interest credit,
5152,377,5,-3379.39,USD,2024-05-18T23:08:03,Monthly fee,
5153,133,6,1090.7,USD,2024-02-17T19:21:33,Interest credit,
5154,41,1,64.93,USD,2023-06-02T17:42:38,Deposit,
5155,94,6,2791.7,USD,2023-12-31T17:42:44,Interest credit,
5156,317,1,4699.43,USD,2023-12-12T20:58:07,Deposit,
5157,85,6,4639.96,USD,2025-09-17T06:39:47,Interest credit,
5158,207,1,2820.26,USD,2023-05-18T23:14:03,Deposit,
5159,519,6,2549.63,USD,2023-05-10T19:30:31,Interest credit,
5160,453,1,1503.05,USD,2023-01-18T11:45:56,Deposit,
5161,125,5,-876.11,USD,2022-04-19T07:01:26,Monthly fee,
5162,374,6,3063.6,USD,2025-11-30T11:38:31,Interest credit,
5163,313,1,1565.76,USD,2022-08-05T16:31:13,Deposit,
5164,405,5,-540.72,USD,2024-02-04T16:22:51,Monthly fee,
5165,291,2,-1462.42,USD,2025-04-10T05:00:09,ATM withdrawal,
5166,109,2,-1468.6,USD,2025-02-14T04:03:11,ATM withdrawal,
5167,288,6,1094.52,USD,2024-10-22T07:11:32,Interest credit,
5168,60,2,-2764.12,USD,2024-08-15T21:13:20,ATM withdrawal,
5169,238,5,-619.2,USD,2024-06-24T07:48:28,Monthly fee,
5170,76,6,2723.08,USD,2024-01-10T16:31:54,Interest credit,
5171,352,6,3251.06,USD,2025-02-12T10:30:17,Interest credit,
5172,200,2,-480.95,USD,2022-08-15T13:17:28,ATM withdrawal,
5173,549,6,4754.38,USD,2022-04-27T10:12:46,Interest credit,
5174,437,1,4155.14,USD,2024-09-28T09:45:12,Deposit,
5175,244,1,3090.97,USD,2024-08-14T11:03:19,Deposit,
5176,244,2,-488.73,USD,2025-03-08T18:39:35,ATM withdrawal,
5177,513,6,35.21,USD,2024-04-11T04:57:34,Interest credit,
5178,69,5,-3019.14,USD,2023-03-13T12:32:32,Monthly fee,
5179,225,1,577.21,USD,2022-08-10T23:46:26,Deposit,
5180,8,6,1402.19,USD,2024-02-27T12:32:50,Interest credit,
5181,84,2,-1721.17,USD,2024-09-27T21:27:59,ATM withdrawal,
5182,245,1,4796.45,USD,2025-03-09T14:50:37,Deposit,
5183,175,1,2519.93,USD,2022-06-26T22:26:02,Deposit,
5184,521,6,1505.29,USD,2023-05-10T11:05:33,Interest credit,
5185,462,6,1075.17,USD,2023-11-25T17:18:48,Interest credit,
5186,467,6,3546.82,USD,2025-10-22T12:28:37,Interest credit,
5187,354,1,1089.47,USD,2023-12-08T16:35:39,Deposit,
5188,43,5,-1095.92,USD,2022-11-29T10:21:31,Monthly fee,
5189,356,6,3323.33,USD,2025-01-23T21:52:34,Interest credit,
5190,498,6,3006.5,USD,2022-03-30T09:11:11,Interest credit,
5191,41,2,-1520.14,USD,2023-11-17T21:33:39,ATM withdrawal,
5192,56,2,-3581.79,USD,2024-10-02T01:45:57,ATM withdrawal,
5193,134,5,-156.47,USD,2023-06-16T20:07:54,Monthly fee,
5194,521,6,2868.5,USD,2024-09-17T16:20:37,Interest credit,
5195,156,6,2792.45,USD,2024-06-08T15:49:43,Interest credit,
5196,118,5,-4662.37,USD,2022-06-10T13:37:25,Monthly fee,
5197,16,1,1824.39,USD,2025-08-19T18:35:35,Deposit,
5198,335,1,20.48,USD,2022-05-25T20:06:34,Deposit,
5199,278,2,-1804.09,USD,2023-01-14T13:17:01,ATM withdrawal,
5200,323,1,2429.31,USD,2023-11-13T16:36:08,Deposit,
5201,72,1,3157.41,USD,2024-01-21T18:22:09,Deposit,
5202,111,5,-4563.97,USD,2022-11-06T01:38:31,Monthly fee,
5203,352,1,4481.72,USD,2024-06-29T15:26:53,Deposit,
5204,431,5,-4562.21,USD,2022-03-19T01:28:08,Monthly fee,
5205,32,2,-4798.71,USD,2025-12-13T04:21:50,ATM withdrawal,
5206,380,6,4478.26,USD,2022-11-12T22:34:10,Interest credit,
5207,527,5,-3269.56,USD,2024-09-22T03:09:07,Monthly fee,
5208,346,6,2657.71,USD,2024-02-01T01:40:19,Interest credit,
5209,541,6,2746.77,USD,2023-08-19T19:34:29,Interest credit,
5210,349,1,3042.65,USD,2023-08-19T04:44:06,Deposit,
5211,395,2,-361.76,USD,2024-08-24T12:28:52,ATM withdrawal,
5212,451,6,421.86,USD,2024-09-17T10:38:50,Interest credit,
5213,243,1,4213.67,USD,2022-02-26T12:07:40,Deposit,
5214,467,6,2684.57,USD,2025-06-02T08:19:16,Interest credit,
5215,378,1,3317.01,USD,2025-08-11T15:49:02,Deposit,
5216,225,1,1016.57,USD,2024-11-10T15:14:52,Deposit,
5217,251,1,538.6,USD,2025-02-10T08:13:55,Deposit,
5218,45,1,1157.85,USD,2022-05-09T07:17:35,Deposit,
5219,489,5,-906.43,USD,2022-09-25T15:17:49,Monthly fee,
5220,221,5,-729.48,USD,2025-12-11T03:18:14,Monthly fee,
5221,537,5,-100.25,USD,2022-02-20T09:59:43,Monthly fee,
5222,534,1,2263.5,USD,2023-07-05T16:32:03,Deposit,
5223,115,2,-4552.35,USD,2024-05-15T07:28:45,ATM withdrawal,
5224,515,6,868.35,USD,2025-02-06T22:10:48,Interest credit,
5225,325,1,3178.23,USD,2025-07-09T19:56:56,Deposit,
5226,306,2,-1359.98,USD,2025-10-26T02:19:22,ATM withdrawal,
5227,187,1,1277.36,USD,2022-01-16T01:17:41,Deposit,
5228,32,6,942.97,USD,2024-12-05T22:34:26,Interest credit,
5229,518,5,-2209.45,USD,2025-03-24T10:05:32,Monthly fee,
5230,404,5,-4007.92,USD,2024-02-14T03:16:01,Monthly fee,
5231,194,5,-1364.7,USD,2023-06-23T00:51:52,Monthly fee,
5232,415,1,107.82,USD,2023-03-12T05:22:35,Deposit,
5233,482,5,-4904.39,USD,2024-03-29T19:31:04,Monthly fee,
5234,166,1,41.66,USD,2025-06-30T23:33:53,Deposit,
5235,216,5,-2328.3,USD,2023-05-17T18:55:28,Monthly fee,
5236,216,5,-428.31,USD,2025-07-16T14:03:33,Monthly fee,
5237,249,5,-1772.14,USD,2023-03-11T00:28:06,Monthly fee,
5238,107,1,4777.26,USD,2023-11-03T23:44:56,Deposit,
5239,149,6,1718.8,USD,2025-10-05T07:35:28,Interest credit,
5240,239,2,-4739.94,USD,2022-05-29T14:47:49,ATM withdrawal,
5241,160,1,1770.3,USD,2023-06-06T23:57:24,Deposit,
5242,374,6,2733.98,USD,2024-03-02T12:52:47,Interest credit,
5243,388,2,-3897.35,USD,2022-07-30T06:04:08,ATM withdrawal,
